,Close,compound,negative,neutral,positive,Open,High,Low,Volume
2015-07-14,997.8,-0.9999,0.131,0.786,0.083,1008.9,1011.5,995.2,2272786.0
2015-07-15,1011.15,-0.9997,0.126,0.782,0.092,999.75,1014.4,999.55,3093396.0
2015-07-16,1023.7,-0.9999,0.156,0.755,0.089,1012.0,1027.8,1011.15,3395442.0
2015-07-17,1021.7,-0.9998,0.133,0.772,0.095,1025.25,1031.15,1018.0,2330438.0
2015-07-20,1024.75,-0.9999,0.151,0.748,0.101,1027.8,1029.95,1017.9,1451127.0
2015-07-21,1007.8,-0.9999,0.128,0.806,0.065,1028.0,1028.45,1002.75,1811142.0
2015-07-22,1050.4,-0.9999,0.143,0.765,0.092,1005.0,1053.95,1004.6,3956647.0
2015-07-23,1045.3,-0.9999,0.127,0.803,0.07,1053.5,1067.85,1041.2,4261457.0
2015-07-24,1025.05,-0.9997,0.126,0.787,0.087,1048.0,1049.65,1021.1,2994363.0
2015-07-27,1005.35,-0.9999,0.151,0.752,0.097,1024.9,1029.9,1001.75,4598763.0
2015-07-28,1010.25,-0.9999,0.137,0.781,0.081,1008.3,1016.7,1000.1,3059101.0
2015-07-29,996.0,-0.9992,0.117,0.783,0.101,1009.5,1012.7,992.1,3380933.0
2015-07-30,1000.15,-0.9995,0.125,0.774,0.101,1000.1,1008.0,992.3,2674704.0
2015-07-31,1001.85,-0.9987,0.111,0.795,0.094,1000.0,1007.9,990.0,3802312.0
2015-08-03,1002.45,-0.9979,0.12,0.772,0.108,1001.0,1013.85,999.4,2260182.0
2015-08-04,988.0,-0.9997,0.132,0.777,0.092,1003.4,1005.65,980.0,2744569.0
2015-08-05,987.75,-0.9999,0.152,0.752,0.096,988.25,1000.8,984.1,3279028.0
2015-08-06,978.95,-0.9997,0.129,0.779,0.092,991.0,992.0,977.5,1990511.0
2015-08-07,984.35,-0.9946,0.092,0.826,0.083,979.0,994.0,977.15,1967847.0
2015-08-10,968.9,-0.995,0.12,0.766,0.114,984.5,988.8,964.5,2123285.0
2015-08-11,966.0,-0.9981,0.104,0.81,0.086,971.0,973.65,958.0,2002952.0
2015-08-12,942.9,-0.9989,0.129,0.76,0.111,963.6,966.0,940.55,2205902.0
2015-08-13,933.35,-0.9997,0.148,0.734,0.118,947.0,953.95,929.4,2135047.0
2015-08-14,966.95,-0.9997,0.136,0.764,0.1,940.25,972.0,934.3,2912005.0
2015-08-17,950.7,-0.9944,0.122,0.764,0.113,966.0,966.0,946.05,2481826.0
2015-08-18,944.1,-0.9983,0.116,0.778,0.105,956.0,956.0,942.2,1515583.0
2015-08-19,954.6,-0.9998,0.134,0.773,0.093,944.0,961.0,939.45,2029201.0
2015-08-20,916.3,-0.9997,0.134,0.765,0.1,959.95,959.95,913.75,4344929.0
2015-08-21,907.95,-0.9987,0.114,0.789,0.097,910.0,911.9,897.0,4583212.0
2015-08-24,829.55,-0.9882,0.122,0.758,0.12,880.0,880.0,818.0,8145723.0
2015-08-25,848.15,-0.9998,0.142,0.76,0.098,840.85,860.65,823.2,11315843.0
2015-08-26,853.4,-0.9997,0.133,0.764,0.103,847.8,874.8,840.0,4332912.0
2015-08-27,869.15,-0.9998,0.136,0.765,0.099,866.8,881.25,857.05,6171185.0
2015-08-28,872.4,-0.6253,0.121,0.753,0.126,875.0,883.0,866.1,2461890.0
2015-08-31,855.9,-0.9999,0.146,0.769,0.085,872.85,872.85,853.8,4733716.0
2015-09-01,839.85,-0.9998,0.135,0.771,0.094,853.9,853.9,835.1,4947842.0
2015-09-02,849.55,-0.9998,0.132,0.782,0.086,850.0,857.1,842.6,4492201.0
2015-09-03,853.85,-0.9992,0.121,0.78,0.099,854.05,860.75,844.4,2665275.0
2015-09-04,835.9,-0.9995,0.131,0.764,0.106,849.7,849.7,825.1,3703036.0
2015-09-07,833.2,-0.9994,0.136,0.75,0.114,838.25,844.0,827.7,2339465.0
2015-09-08,848.6,-0.9986,0.124,0.764,0.111,836.0,852.95,825.1,2948830.0
2015-09-09,874.05,-0.9995,0.129,0.768,0.103,861.0,878.7,850.5,3963791.0
2015-09-10,867.0,-0.9998,0.131,0.776,0.093,861.0,870.5,855.5,2531423.0
2015-09-11,860.95,-0.9997,0.128,0.776,0.097,872.0,876.1,856.2,2430944.0
2015-09-14,863.85,-0.9997,0.133,0.769,0.098,861.75,865.7,851.9,1820453.0
2015-09-15,868.15,-0.9995,0.122,0.783,0.095,862.0,870.0,855.6,2630944.0
2015-09-16,872.55,-0.9998,0.137,0.77,0.094,872.1,877.35,865.2,3068686.0
2015-09-18,895.4,-0.9995,0.128,0.766,0.106,878.45,899.5,877.15,7831592.0
2015-09-21,878.1,-0.9995,0.125,0.779,0.096,880.0,888.2,876.05,2910364.0
2015-09-22,847.9,-0.9999,0.146,0.759,0.094,880.0,884.9,844.5,3599162.0
2015-09-23,850.35,-0.9999,0.151,0.751,0.098,843.0,856.8,840.0,3479324.0
2015-09-24,837.35,-0.9999,0.142,0.77,0.088,848.0,848.0,834.75,6646509.0
2015-09-28,834.25,-0.9994,0.115,0.795,0.09,839.8,840.9,828.7,2657197.0
2015-09-29,840.75,-0.9995,0.114,0.801,0.085,830.0,850.25,826.1,3623837.0
2015-09-30,862.3,-0.9997,0.128,0.781,0.091,851.0,864.8,838.5,3952665.0
2015-10-01,864.7,-0.993,0.117,0.771,0.112,873.95,873.95,858.6,1980306.0
2015-10-05,888.0,-0.9997,0.139,0.754,0.106,862.8,890.0,861.85,3660854.0
2015-10-06,898.05,-1.0,0.17,0.745,0.085,895.65,900.5,885.75,2818498.0
2015-10-07,913.8,-0.9999,0.139,0.784,0.078,894.7,918.05,891.0,2632179.0
2015-10-08,889.1,-0.9994,0.133,0.757,0.11,914.9,914.9,886.25,2457989.0
2015-10-09,887.35,-0.9999,0.14,0.781,0.079,894.05,905.45,881.5,2132195.0
2015-10-12,891.75,-0.9998,0.138,0.764,0.097,888.0,901.6,888.0,1420049.0
2015-10-13,893.6,-0.9996,0.132,0.759,0.108,885.05,896.3,882.9,1408658.0
2015-10-14,902.95,-0.9994,0.133,0.756,0.111,895.8,905.0,893.95,1829257.0
2015-10-15,903.7,-0.9983,0.123,0.769,0.108,907.7,911.0,900.1,2068330.0
2015-10-16,912.15,-0.9996,0.122,0.787,0.091,904.5,914.8,903.7,3485193.0
2015-10-19,963.5,-0.9997,0.13,0.785,0.085,941.0,965.5,941.0,7658875.0
2015-10-20,956.7,-0.9999,0.157,0.751,0.091,965.0,966.7,953.0,4135503.0
2015-10-21,955.0,-0.9997,0.136,0.765,0.1,955.5,974.8,953.0,3292615.0
2015-10-23,955.65,-0.998,0.087,0.843,0.07,963.95,973.05,941.15,2778068.0
2015-10-26,942.85,-0.9993,0.124,0.773,0.103,961.9,963.0,941.3,2500420.0
2015-10-27,939.55,-0.9993,0.124,0.774,0.102,938.8,948.25,937.4,2651976.0
2015-10-28,936.95,-0.9992,0.124,0.772,0.104,936.9,944.9,929.9,2733564.0
2015-10-29,941.0,-0.999,0.118,0.78,0.102,936.0,945.0,934.95,3035672.0
2015-10-30,947.7,0.9827,0.103,0.784,0.113,942.1,955.9,940.1,3055325.0
2015-11-02,959.8,-0.9989,0.124,0.767,0.109,949.0,961.5,945.2,1650838.0
2015-11-03,967.2,-0.9998,0.136,0.776,0.088,963.25,970.45,961.25,2599796.0
2015-11-04,951.3,-0.9984,0.119,0.776,0.105,968.0,975.0,946.2,2293418.0
2015-11-05,936.6,-0.9919,0.109,0.789,0.102,949.0,951.0,933.0,2461259.0
2015-11-06,952.4,-0.9991,0.118,0.783,0.099,939.45,954.75,937.9,1912599.0
2015-11-09,961.25,0.9979,0.115,0.753,0.132,933.5,965.0,923.45,3893160.0
2015-11-10,922.75,-0.9915,0.115,0.774,0.11,957.0,959.5,916.3,2625561.0
2015-11-11,928.45,0.9984,0.093,0.798,0.109,927.1,932.85,927.1,299511.0
2015-11-13,933.05,-0.9961,0.111,0.786,0.102,915.05,938.55,914.5,3127549.0
2015-11-16,934.3,-0.9999,0.163,0.736,0.101,926.0,942.0,924.75,3507963.0
2015-11-17,927.75,-0.9997,0.131,0.776,0.092,938.05,938.9,926.2,1963105.0
2015-11-18,912.0,-0.9999,0.159,0.745,0.096,927.6,931.3,909.95,2571383.0
2015-11-19,934.75,-0.992,0.121,0.763,0.116,918.9,938.7,917.25,2784876.0
2015-11-20,946.85,0.9384,0.098,0.801,0.101,934.0,952.8,925.55,2583965.0
2015-11-23,953.75,-0.9992,0.13,0.759,0.111,950.0,957.9,946.2,2400013.0
2015-11-24,967.7,-0.9998,0.139,0.769,0.092,953.0,971.6,951.05,3384443.0
2015-11-26,988.65,-0.9998,0.143,0.763,0.095,971.0,991.95,968.25,5441612.0
2015-11-27,979.05,-0.9998,0.133,0.781,0.086,989.0,992.5,974.1,2489697.0
2015-11-30,965.85,0.998,0.093,0.795,0.112,978.5,984.4,962.3,6839027.0
2015-12-01,965.9,-0.9998,0.132,0.775,0.094,964.0,978.8,961.25,2967325.0
2015-12-02,977.95,-0.9997,0.132,0.771,0.098,966.25,979.7,964.5,1731204.0
2015-12-03,977.2,-0.9992,0.136,0.747,0.117,974.9,988.95,974.1,2597024.0
2015-12-04,965.45,-0.5295,0.096,0.805,0.098,972.3,976.2,961.4,3073001.0
2015-12-07,952.05,-0.9963,0.121,0.769,0.11,965.45,973.0,949.75,3310778.0
2015-12-08,940.9,-0.9988,0.126,0.762,0.112,948.9,953.6,936.1,1721726.0
2015-12-09,915.9,-0.9998,0.138,0.766,0.096,936.2,943.45,912.85,2097118.0
2015-12-10,950.35,-0.9994,0.118,0.793,0.09,922.5,953.8,920.0,4249865.0
2015-12-11,952.95,-0.9996,0.133,0.764,0.103,951.75,959.0,942.9,4150045.0
2015-12-14,955.1,-0.9959,0.12,0.767,0.113,947.6,963.5,946.0,2414730.0
2015-12-15,975.9,-0.9997,0.131,0.774,0.096,957.0,977.95,953.65,3593061.0
2015-12-16,978.65,0.9892,0.086,0.817,0.097,975.9,987.55,973.5,2765248.0
2015-12-17,1009.7,-0.9996,0.133,0.77,0.097,980.05,1015.0,978.0,4427435.0
2015-12-18,991.9,-0.9998,0.141,0.757,0.102,1003.8,1009.0,990.0,3661020.0
2015-12-21,992.1,-0.9965,0.124,0.758,0.118,987.9,999.0,984.35,2818835.0
2015-12-22,987.3,-0.9999,0.145,0.766,0.089,992.8,1002.6,984.0,2646828.0
2015-12-23,1003.8,-0.9998,0.14,0.764,0.096,991.8,1006.9,990.0,2953173.0
2015-12-24,1000.55,-0.996,0.107,0.793,0.1,1003.9,1007.2,996.3,2720569.0
2015-12-28,1010.4,-0.9992,0.137,0.744,0.119,1000.6,1013.75,1000.0,2945508.0
2015-12-29,1015.4,-0.9999,0.149,0.754,0.097,1010.4,1018.7,1007.15,3409060.0
2015-12-30,1004.5,-0.9989,0.127,0.76,0.113,1015.0,1016.0,1002.0,1863321.0
2015-12-31,1014.6,-0.9988,0.126,0.765,0.109,1003.4,1019.7,999.1,4225066.0
2016-01-01,1015.35,0.983,0.093,0.804,0.103,1009.8,1018.9,1008.2,1238135.0
2016-01-04,995.3,-0.9994,0.131,0.765,0.105,1005.0,1013.8,986.7,6896571.0
2016-01-05,1005.15,-0.9999,0.16,0.754,0.086,1000.3,1010.0,997.0,3416459.0
2016-01-06,1032.2,-0.9994,0.127,0.768,0.105,1007.6,1038.4,1000.4,6116855.0
2016-01-07,1013.25,-0.9997,0.132,0.774,0.095,1021.05,1028.0,1008.05,4512219.0
2016-01-08,1025.75,-0.9982,0.104,0.803,0.093,1020.0,1032.9,1016.7,4871839.0
2016-01-11,1051.6,-0.9954,0.122,0.763,0.116,1015.95,1060.8,1011.0,6632671.0
2016-01-12,1045.45,-0.9991,0.108,0.806,0.086,1055.0,1065.4,1041.1,5342761.0
2016-01-13,1076.85,-0.9996,0.121,0.785,0.094,1053.1,1089.75,1047.2,16412811.0
2016-01-14,1061.65,-0.9999,0.16,0.743,0.097,1063.85,1081.0,1053.05,6359913.0
2016-01-15,1073.3,-0.9984,0.117,0.786,0.097,1069.75,1089.5,1065.6,6575725.0
2016-01-18,1016.85,-0.9989,0.115,0.787,0.098,1075.0,1083.95,1008.1,6229959.0
2016-01-19,1043.6,-0.9997,0.124,0.783,0.092,1029.0,1049.8,1014.1,4912096.0
2016-01-20,1004.55,-0.9999,0.148,0.76,0.092,1034.9,1034.9,990.0,10312353.0
2016-01-21,984.2,-0.9999,0.142,0.759,0.098,1017.55,1025.75,976.7,7261772.0
2016-01-22,1004.15,-0.9999,0.138,0.772,0.09,994.05,1011.0,994.05,5413455.0
2016-01-25,1003.95,-0.9995,0.13,0.766,0.103,1010.0,1018.75,1000.0,2994340.0
2016-01-27,999.35,0.9939,0.102,0.787,0.11,1008.1,1010.0,996.95,3943295.0
2016-01-28,1016.9,-0.9958,0.116,0.778,0.106,1001.0,1021.8,997.1,5274473.0
2016-01-29,1035.4,0.9528,0.115,0.766,0.119,1018.95,1040.0,1018.0,4383577.0
2016-02-01,1030.3,-0.9696,0.113,0.776,0.111,1039.95,1041.8,1025.55,2267273.0
2016-02-02,1001.15,-0.9998,0.14,0.767,0.093,1030.3,1032.8,990.5,3376466.0
2016-02-03,981.4,-0.999,0.114,0.788,0.097,988.0,994.0,975.0,3586808.0
2016-02-04,973.05,-1.0,0.179,0.744,0.077,988.0,1001.0,965.7,4161079.0
2016-02-05,970.9,-0.9999,0.14,0.771,0.089,979.1,982.0,961.4,4799882.0
2016-02-08,961.05,-0.9903,0.113,0.779,0.109,971.1,984.8,957.95,2760853.0
2016-02-09,957.5,-0.9997,0.133,0.769,0.098,952.9,968.8,950.0,4481029.0
2016-02-10,962.65,-0.9998,0.139,0.765,0.095,951.7,973.0,948.65,3859250.0
2016-02-11,924.55,-0.9996,0.124,0.789,0.087,962.85,965.95,915.5,3912163.0
2016-02-12,906.55,-0.9987,0.114,0.784,0.102,933.9,933.9,888.1,6701935.0
2016-02-15,946.75,-0.9968,0.117,0.773,0.11,918.0,951.35,918.0,4407889.0
2016-02-16,930.55,-0.9992,0.132,0.755,0.113,951.1,958.0,927.0,2977263.0
2016-02-17,952.6,-0.9998,0.137,0.762,0.1,935.1,957.45,916.4,3529832.0
2016-02-18,940.1,-0.9978,0.112,0.791,0.098,962.95,968.7,936.0,3299161.0
2016-02-19,944.35,-0.9999,0.143,0.789,0.068,940.0,952.75,937.35,2339664.0
2016-02-22,962.3,-0.9991,0.12,0.777,0.102,944.1,968.3,944.1,2919198.0
2016-02-23,949.65,-0.9997,0.122,0.787,0.091,963.1,967.2,942.75,4340746.0
2016-02-24,952.65,-0.9999,0.146,0.771,0.082,944.9,958.55,942.0,3471311.0
2016-02-25,944.1,-0.9998,0.144,0.756,0.1,954.2,956.55,940.85,5675025.0
2016-02-26,950.35,-0.9996,0.131,0.763,0.106,953.0,958.75,944.3,1908533.0
2016-02-29,966.65,0.9984,0.119,0.747,0.134,951.3,994.6,935.0,7093474.0
2016-03-01,981.3,-0.984,0.123,0.755,0.122,964.7,985.05,964.65,3760923.0
2016-03-02,1001.5,-0.9998,0.137,0.76,0.103,992.9,1005.75,987.25,4595886.0
2016-03-03,1012.85,-0.9996,0.122,0.787,0.091,1010.0,1018.0,997.5,3630006.0
2016-03-04,1006.4,-0.9988,0.119,0.778,0.102,1014.0,1015.0,1003.5,2054428.0
2016-03-08,1027.0,-0.9998,0.146,0.747,0.107,1007.5,1030.9,1007.5,3022554.0
2016-03-09,1041.7,-0.9998,0.128,0.784,0.088,1020.0,1043.9,1018.6,2709831.0
2016-03-10,1011.75,-0.9999,0.139,0.783,0.077,1042.05,1045.9,1009.0,4733124.0
2016-03-11,1014.5,-0.9999,0.151,0.751,0.098,1014.9,1029.55,1010.6,3501676.0
2016-03-14,1019.75,-0.9996,0.137,0.753,0.11,1019.1,1026.4,1012.95,2715590.0
2016-03-15,1020.5,-0.9997,0.126,0.785,0.089,1024.0,1027.85,1015.1,2397332.0
2016-03-16,1021.75,-0.999,0.116,0.784,0.1,1021.0,1025.8,1005.45,2529074.0
2016-03-17,1016.0,-0.9995,0.109,0.815,0.076,1027.0,1036.9,1012.0,3847740.0
2016-03-18,1027.2,-0.9999,0.154,0.764,0.083,1018.25,1030.15,1015.7,3207246.0
2016-03-21,1037.3,-0.9997,0.135,0.769,0.096,1027.95,1041.5,1022.75,2904852.0
2016-03-22,1047.85,-0.9998,0.142,0.757,0.1,1037.0,1052.25,1035.65,3504967.0
2016-03-23,1029.2,-0.9998,0.133,0.772,0.095,1046.9,1046.9,1022.4,3841654.0
2016-03-28,1020.4,-0.9998,0.138,0.775,0.087,1030.0,1031.7,1015.65,4130553.0
2016-03-29,1036.25,-0.9952,0.125,0.757,0.118,1023.8,1042.0,1020.2,3627901.0
2016-03-30,1047.05,-0.9999,0.149,0.764,0.087,1042.7,1051.75,1042.7,3303780.0
2016-03-31,1045.2,-0.9995,0.12,0.792,0.088,1041.0,1056.0,1032.7,7047985.0
2016-04-01,1034.45,-0.9998,0.132,0.784,0.084,1039.1,1046.3,1025.0,2830115.0
2016-04-04,1035.05,0.9952,0.089,0.816,0.095,1040.0,1042.2,1025.3,1973260.0
