,Close,compound,negative,neutral,positive,Open,High,Low,Volume
2007-03-29,1357.2,-0.869,0.102,0.801,0.098,1364.0,1369.0,1346.0,2648059.0
2007-03-30,1370.3,-0.999,0.159,0.759,0.082,1360.0,1374.9,1353.2,2645527.0
2007-04-02,1313.95,-0.9996,0.198,0.753,0.049,1355.0,1358.8,1305.25,3290334.0
2007-04-03,1340.75,-0.9948,0.124,0.795,0.081,1320.5,1346.0,1309.5,2661129.0
2007-04-04,1363.25,-0.9964,0.137,0.779,0.083,1348.0,1368.95,1347.7,1990052.0
2007-04-05,1358.85,0.6355,0.095,0.813,0.093,1363.0,1364.8,1352.2,1213467.0
2007-04-09,1384.3,-0.9768,0.099,0.844,0.058,1365.0,1388.0,1362.0,1111931.0
2007-04-10,1384.4,-0.9979,0.14,0.819,0.042,1389.5,1390.0,1370.6,1325433.0
2007-04-11,1386.6,-0.9816,0.097,0.851,0.052,1385.15,1398.4,1377.05,1677682.0
2007-04-12,1387.5,-0.9031,0.091,0.823,0.086,1384.0,1393.0,1372.25,1099116.0
2007-04-13,1411.95,-0.7787,0.113,0.783,0.104,1375.25,1415.9,1375.25,1520073.0
2007-04-16,1457.75,-0.986,0.109,0.821,0.07,1418.1,1464.0,1417.25,1697452.0
2007-04-17,1475.8,-0.9913,0.107,0.817,0.076,1465.0,1488.0,1452.35,3820017.0
2007-04-18,1485.35,-0.9818,0.114,0.795,0.091,1473.0,1495.9,1473.0,2291918.0
2007-04-19,1492.35,-0.9937,0.13,0.782,0.088,1465.25,1499.5,1460.6,2200255.0
2007-04-20,1541.45,-0.9943,0.12,0.8,0.081,1495.0,1545.0,1495.0,2386403.0
2007-04-23,1554.3,-0.9951,0.139,0.763,0.099,1543.0,1560.0,1525.3,2501245.0
2007-04-24,1582.95,-0.9978,0.124,0.811,0.066,1554.0,1589.6,1541.05,2380022.0
2007-04-25,1598.4,-0.9945,0.118,0.795,0.087,1582.0,1600.0,1563.0,2062547.0
2007-04-26,1596.85,0.959,0.082,0.822,0.096,1610.0,1626.6,1584.0,6204641.0
2007-04-27,1539.2,0.9232,0.085,0.826,0.09,1612.0,1612.0,1532.0,3137369.0
2007-04-30,1561.05,-0.9981,0.125,0.799,0.077,1549.8,1572.0,1501.0,2385514.0
2007-05-03,1626.15,-0.9982,0.12,0.81,0.07,1575.0,1630.0,1575.0,3685012.0
2007-05-04,1583.15,-0.9979,0.113,0.82,0.067,1630.25,1636.0,1577.1,3685098.0
2007-05-07,1606.5,-0.9472,0.101,0.809,0.09,1605.0,1618.0,1596.0,2832701.0
2007-05-08,1593.15,-0.9961,0.111,0.818,0.071,1608.5,1614.4,1590.0,2145696.0
2007-05-09,1598.25,-0.9995,0.191,0.702,0.108,1590.0,1600.0,1573.5,2307786.0
2007-05-10,1581.4,-0.9881,0.108,0.806,0.085,1607.0,1609.8,1575.0,1810733.0
2007-05-11,1589.1,-0.9958,0.118,0.795,0.087,1551.0,1600.0,1531.25,3365965.0
2007-05-14,1620.25,-0.9963,0.119,0.797,0.083,1610.0,1627.0,1605.0,1910033.0
2007-05-15,1598.5,-0.9632,0.13,0.748,0.123,1620.5,1625.9,1593.5,3468852.0
2007-05-16,1634.7,-0.9484,0.068,0.876,0.056,1601.0,1648.0,1598.6,2843184.0
2007-05-17,1685.25,-0.9986,0.119,0.82,0.061,1645.1,1689.75,1645.1,2854239.0
2007-05-18,1698.45,-0.9948,0.119,0.786,0.095,1684.8,1706.0,1670.1,2318273.0
2007-05-21,1760.95,-0.9941,0.121,0.784,0.095,1710.0,1770.0,1704.2,3239284.0
2007-05-22,1779.25,-0.9906,0.11,0.795,0.094,1769.0,1785.0,1738.15,3931802.0
2007-05-23,1756.15,-0.998,0.113,0.83,0.058,1780.0,1797.8,1750.0,1603841.0
2007-05-24,1727.2,-0.9991,0.142,0.779,0.079,1750.05,1760.0,1717.05,2824875.0
2007-05-25,1728.05,-0.9821,0.107,0.805,0.089,1701.25,1737.0,1701.1,2419081.0
2007-05-28,1723.9,-0.9738,0.097,0.81,0.093,1739.9,1750.0,1716.3,1540056.0
2007-05-29,1756.9,-0.9973,0.114,0.814,0.072,1722.0,1768.0,1712.8,2321445.0
2007-05-30,1752.85,-0.9945,0.097,0.842,0.061,1750.0,1780.0,1742.1,3083875.0
2007-05-31,1758.8,-0.9907,0.103,0.813,0.085,1755.0,1771.75,1747.0,1866498.0
2007-06-01,1751.25,-0.9987,0.147,0.782,0.071,1772.8,1779.9,1747.35,1504954.0
2007-06-04,1741.95,-0.9985,0.15,0.78,0.07,1769.0,1769.0,1738.55,1394408.0
2007-06-05,1745.4,-0.9535,0.096,0.822,0.082,1739.0,1751.0,1722.15,1810873.0
2007-06-06,1691.3,-0.9893,0.114,0.797,0.089,1751.0,1758.0,1682.3,2727682.0
2007-06-07,1669.15,-0.9927,0.112,0.813,0.076,1673.0,1706.8,1660.0,2589690.0
2007-06-08,1657.05,-0.9972,0.119,0.813,0.069,1664.0,1697.85,1647.1,3453696.0
2007-06-11,1666.15,-0.9913,0.091,0.844,0.066,1800.0,1800.0,1660.25,2155325.0
2007-06-12,1698.9,-0.9911,0.095,0.853,0.052,1674.9,1711.85,1662.7,2972202.0
2007-06-13,1675.4,-0.9992,0.157,0.786,0.057,1698.3,1709.8,1670.0,2240665.0
2007-06-14,1696.05,0.5837,0.125,0.744,0.132,1686.0,1703.0,1685.0,1996192.0
2007-06-15,1681.9,-0.9989,0.146,0.783,0.072,1700.0,1710.0,1668.15,1996976.0
2007-06-18,1671.6,-0.9967,0.109,0.83,0.061,1697.8,1697.8,1666.5,1424616.0
2007-06-19,1726.55,-0.9882,0.099,0.824,0.077,1671.6,1730.4,1670.1,2202023.0
2007-06-20,1732.95,-0.9937,0.109,0.812,0.079,1726.55,1748.8,1722.0,1960094.0
2007-06-21,1734.35,-0.9134,0.116,0.773,0.111,1735.0,1747.5,1721.2,1621509.0
2007-06-22,1705.1,-0.9916,0.123,0.771,0.105,1735.0,1735.0,1698.65,2055653.0
2007-06-25,1709.15,-0.9969,0.133,0.769,0.098,1708.0,1714.0,1696.8,2889439.0
2007-06-26,1703.25,-0.9971,0.14,0.773,0.087,1709.0,1720.0,1700.0,1442066.0
2007-06-27,1698.55,-0.9982,0.129,0.821,0.05,1699.0,1719.9,1692.65,1571971.0
2007-06-28,1692.0,-0.997,0.121,0.812,0.067,1709.0,1714.8,1686.35,2817089.0
2007-06-29,1700.55,-0.9946,0.121,0.793,0.086,1700.0,1711.0,1689.0,2635833.0
2007-07-02,1684.3,-0.995,0.107,0.831,0.062,1704.0,1712.0,1679.05,2737732.0
2007-07-03,1707.3,-0.9992,0.179,0.718,0.103,1676.1,1712.85,1676.1,2680539.0
2007-07-04,1718.15,-0.9961,0.112,0.818,0.07,1711.0,1731.65,1709.0,2179332.0
2007-07-05,1709.85,-0.9946,0.093,0.852,0.054,1718.0,1725.0,1680.5,1759660.0
2007-07-06,1709.9,-0.9907,0.112,0.8,0.088,1714.0,1730.55,1685.0,1577879.0
2007-07-09,1710.95,-0.9987,0.157,0.75,0.093,1702.9,1719.45,1701.0,1509831.0
2007-07-10,1702.7,-0.9988,0.144,0.779,0.077,1715.05,1715.05,1695.0,1126790.0
2007-07-11,1703.3,-0.9971,0.121,0.801,0.078,1717.0,1718.8,1686.15,1231205.0
2007-07-12,1719.35,-0.9983,0.133,0.794,0.072,1706.6,1725.1,1706.6,1417920.0
2007-07-13,1773.05,-0.9959,0.132,0.761,0.107,1729.8,1790.7,1726.25,4454697.0
2007-07-16,1776.7,-0.9976,0.132,0.783,0.085,1780.0,1789.0,1767.25,1506972.0
2007-07-17,1827.85,-0.9949,0.128,0.763,0.109,1789.0,1838.8,1780.1,3566387.0
2007-07-18,1822.65,-0.9993,0.151,0.787,0.063,1835.0,1839.0,1803.55,3072600.0
2007-07-19,1892.8,-0.9467,0.085,0.843,0.072,1823.0,1909.0,1817.2,3840133.0
2007-07-20,1892.15,-0.9994,0.155,0.789,0.056,1899.0,1915.0,1881.0,3610919.0
2007-07-23,1909.2,-0.7861,0.101,0.795,0.104,1880.0,1915.0,1875.0,2359687.0
2007-07-24,1912.6,-0.9991,0.152,0.778,0.07,1912.0,1931.0,1908.0,2313661.0
2007-07-25,1902.6,0.9921,0.087,0.794,0.119,1895.0,1912.0,1875.0,2253970.0
2007-07-26,1941.95,-0.9955,0.114,0.802,0.083,1910.0,1948.5,1906.0,3789715.0
2007-07-27,1867.5,-0.9984,0.143,0.754,0.103,1919.8,1936.0,1855.0,6558586.0
2007-07-30,1848.75,-0.9961,0.112,0.81,0.078,1885.0,1898.85,1840.0,2788649.0
2007-07-31,1893.5,-0.6124,0.111,0.782,0.107,1865.0,1901.8,1833.0,2246392.0
2007-08-01,1797.75,-0.549,0.093,0.806,0.101,1865.0,1875.0,1791.2,4187001.0
2007-08-02,1800.55,-0.997,0.121,0.787,0.092,1837.0,1839.7,1792.0,2392662.0
2007-08-03,1801.15,-0.9995,0.144,0.778,0.078,1811.0,1838.8,1795.6,2985750.0
2007-08-06,1780.15,-0.9966,0.12,0.794,0.087,1783.0,1792.0,1751.4,2210646.0
2007-08-07,1810.2,-0.9932,0.115,0.789,0.096,1810.0,1821.0,1792.25,3094692.0
2007-08-08,1875.45,-0.9957,0.097,0.837,0.066,1823.0,1884.9,1818.8,3259975.0
2007-08-09,1845.8,-0.9982,0.123,0.802,0.075,1887.0,1912.5,1835.5,3666336.0
2007-08-10,1809.05,-0.9988,0.125,0.805,0.071,1820.0,1820.0,1776.2,3363768.0
2007-08-13,1829.2,-0.9994,0.157,0.757,0.086,1822.0,1836.8,1807.55,1574985.0
2007-08-14,1833.05,0.9795,0.111,0.761,0.128,1800.0,1840.0,1800.0,1019447.0
2007-08-16,1739.05,-0.9981,0.138,0.798,0.064,1792.0,1792.0,1725.0,4004899.0
2007-08-17,1752.9,-0.982,0.095,0.816,0.088,1711.0,1773.9,1683.2,5958453.0
2007-08-20,1798.0,-0.9886,0.111,0.792,0.097,1800.0,1845.0,1781.0,2357903.0
2007-08-21,1746.85,0.9764,0.084,0.817,0.098,1800.0,1812.7,1735.3,3838397.0
2007-08-22,1766.2,-0.9967,0.108,0.821,0.071,1747.0,1793.8,1715.3,4304130.0
2007-08-23,1744.0,-0.9944,0.11,0.806,0.084,1799.0,1808.0,1735.0,3057645.0
2007-08-24,1776.35,-0.999,0.14,0.782,0.078,1755.55,1782.0,1742.1,1699023.0
2007-08-27,1833.8,-0.9972,0.126,0.787,0.088,1818.0,1840.4,1792.0,2052305.0
2007-08-28,1882.5,-0.9982,0.143,0.771,0.086,1833.8,1890.0,1827.0,3221906.0
2007-08-29,1889.7,-0.9962,0.113,0.816,0.071,1854.0,1903.8,1845.0,2659196.0
2007-08-30,1912.05,-0.9921,0.109,0.806,0.085,1900.0,1925.0,1881.0,4219933.0
2007-08-31,1960.9,-0.9992,0.149,0.781,0.07,1900.0,1970.0,1898.85,3631120.0
2007-09-03,1957.95,-0.9987,0.151,0.757,0.092,1960.9,1979.0,1940.0,1994257.0
2007-09-04,1972.9,-0.9869,0.118,0.786,0.096,1964.0,1976.85,1921.25,2030637.0
2007-09-05,1964.6,-0.9978,0.133,0.789,0.078,1987.0,1994.0,1951.0,2495169.0
2007-09-06,1982.85,-0.9986,0.139,0.782,0.079,1944.0,1988.0,1943.0,1531284.0
2007-09-07,1962.9,-0.9805,0.081,0.863,0.057,1983.0,1990.0,1955.0,1840068.0
2007-09-10,1985.6,-0.9844,0.095,0.834,0.071,1955.0,1995.0,1944.0,1558841.0
2007-09-11,1990.1,-0.9991,0.149,0.788,0.064,1990.0,2008.5,1985.0,2167892.0
2007-09-12,2013.15,-0.9992,0.148,0.771,0.081,1996.0,2021.0,1992.0,2407667.0
2007-09-13,2027.5,-0.9978,0.108,0.838,0.054,2025.0,2035.0,2013.65,1975162.0
2007-09-14,2034.75,-0.9992,0.139,0.81,0.051,2035.0,2070.9,2028.25,2558842.0
2007-09-17,2028.3,-0.9964,0.107,0.822,0.07,2030.0,2059.4,2021.0,1444760.0
2007-09-18,2058.05,-0.9979,0.127,0.795,0.078,2020.0,2064.0,2015.9,2514217.0
2007-09-19,2173.9,-0.9892,0.097,0.83,0.073,2135.0,2182.8,2079.95,3308060.0
2007-09-20,2190.3,-0.9922,0.115,0.8,0.084,2176.0,2201.75,2167.0,2726830.0
2007-09-21,2280.45,-0.9989,0.14,0.803,0.057,2184.0,2299.0,2181.1,2888883.0
2007-09-24,2355.5,-0.9968,0.122,0.792,0.086,2300.0,2380.0,2285.15,4048123.0
2007-09-25,2399.6,0.6735,0.097,0.801,0.102,2315.25,2426.0,2315.25,3355641.0
2007-09-26,2321.95,-0.9922,0.128,0.775,0.097,2399.0,2415.0,2315.0,3935791.0
2007-09-27,2318.3,-0.9638,0.126,0.751,0.123,2330.7,2370.0,2305.45,3494924.0
2007-09-28,2298.05,0.8994,0.099,0.788,0.113,2350.0,2350.0,2265.0,3454315.0
2007-10-01,2292.2,-0.9977,0.127,0.794,0.079,2310.0,2328.95,2262.25,4448285.0
2007-10-03,2395.9,0.9016,0.083,0.821,0.096,2302.0,2440.0,2235.0,6704314.0
2007-10-04,2425.9,0.9456,0.112,0.756,0.132,2380.0,2439.85,2362.0,3492432.0
2007-10-05,2492.5,0.8278,0.097,0.797,0.105,2494.8,2515.0,2420.0,4065960.0
2007-10-08,2421.2,-0.9924,0.107,0.81,0.083,2505.0,2532.0,2385.85,3736225.0
2007-10-09,2600.0,-0.9988,0.147,0.774,0.079,2331.0,2618.85,2197.7,4137315.0
2007-10-10,2618.4,-0.9874,0.126,0.766,0.108,2634.9,2684.0,2582.25,4999438.0
2007-10-11,2630.55,0.8739,0.091,0.807,0.102,2659.0,2659.0,2582.4,4903126.0
2007-10-12,2565.75,-0.9989,0.153,0.77,0.077,2632.5,2724.7,2541.85,9947936.0
2007-10-15,2666.35,-0.9978,0.127,0.788,0.084,2585.1,2680.0,2576.2,4920977.0
2007-10-16,2651.55,0.5712,0.1,0.801,0.099,2655.0,2699.95,2619.0,5638322.0
2007-10-17,2687.55,-0.9904,0.108,0.805,0.087,2518.0,2705.0,2251.0,8626308.0
2007-10-18,2583.15,-0.9839,0.105,0.809,0.086,2750.0,2989.0,2526.0,7574262.0
2007-10-19,2469.3,-0.9994,0.161,0.766,0.072,2624.0,2700.0,2419.7,5322440.0
2007-10-22,2410.05,0.9181,0.093,0.796,0.111,2400.0,2483.0,2371.8,5051715.0
2007-10-23,2599.85,-0.9937,0.118,0.788,0.094,2470.0,2614.0,2455.0,4880073.0
2007-10-24,2615.05,0.5789,0.099,0.794,0.107,2640.0,2650.7,2556.6,4302258.0
2007-10-25,2628.05,-0.9977,0.143,0.753,0.104,2605.0,2667.8,2592.2,4181650.0
2007-10-26,2698.3,-0.9456,0.116,0.774,0.11,2650.0,2713.8,2605.3,3942809.0
2007-10-29,2827.9,-0.9967,0.115,0.806,0.079,2765.0,2845.0,2735.0,4509529.0
2007-10-30,2769.5,-0.9866,0.107,0.798,0.095,2839.0,2854.45,2740.3,4374145.0
2007-10-31,2783.8,-0.9968,0.132,0.774,0.094,2768.0,2818.5,2754.0,4153087.0
2007-11-01,2680.6,-0.9968,0.131,0.767,0.103,2820.0,2839.0,2650.05,5986480.0
2007-11-02,2713.3,-0.9837,0.1,0.811,0.089,2577.0,2725.0,2577.0,3867608.0
2007-11-05,2661.15,-0.9991,0.149,0.769,0.082,2713.3,2735.0,2633.0,4453574.0
2007-11-06,2666.2,-0.999,0.123,0.826,0.051,2698.7,2755.0,2651.25,3027331.0
2007-11-07,2770.9,-0.9989,0.144,0.769,0.088,2755.0,2804.0,2700.0,3482112.0
2007-11-08,2742.85,-0.9938,0.103,0.817,0.08,2750.0,2794.8,2652.0,3639342.0
2007-11-09,2734.4,-0.9967,0.128,0.8,0.072,2790.0,2790.0,2690.0,681498.0
2007-11-12,2675.6,-0.9874,0.111,0.802,0.087,2650.0,2704.7,2602.0,4521756.0
2007-11-13,2693.1,-0.9995,0.155,0.772,0.073,2686.0,2723.8,2660.0,4241726.0
2007-11-14,2888.45,-0.998,0.126,0.805,0.069,2730.0,2899.0,2730.0,6131511.0
2007-11-15,2875.1,-0.9954,0.113,0.81,0.077,2880.0,2910.0,2850.0,2639340.0
2007-11-16,2881.65,-0.9821,0.086,0.86,0.054,2850.0,2928.0,2822.0,2545231.0
2007-11-19,2850.9,-0.9873,0.096,0.823,0.081,2885.15,2906.0,2840.2,1839787.0
2007-11-20,2784.85,-0.9994,0.165,0.737,0.099,2864.9,2864.9,2760.0,3866242.0
2007-11-21,2709.5,-0.9992,0.135,0.807,0.058,2770.0,2797.9,2690.0,4566625.0
2007-11-22,2724.75,-0.9989,0.138,0.782,0.08,2750.0,2769.7,2665.0,3588610.0
2007-11-23,2811.2,-0.9984,0.134,0.774,0.092,2774.0,2833.0,2720.1,2467139.0
2007-11-26,2884.55,-0.9982,0.139,0.749,0.111,2867.4,2904.95,2828.1,3037119.0
2007-11-27,2843.3,-0.9979,0.122,0.791,0.087,2895.0,2895.0,2825.0,2440931.0
2007-11-28,2792.3,-0.9992,0.158,0.738,0.104,2855.0,2874.8,2769.0,2496196.0
2007-11-29,2812.55,-0.9816,0.113,0.786,0.1,2825.0,2848.0,2795.65,4045517.0
2007-11-30,2851.65,-0.9979,0.11,0.825,0.065,2825.0,2883.3,2813.3,3086761.0
2007-12-03,2934.9,-0.9329,0.088,0.832,0.08,2888.2,2942.9,2856.0,2451946.0
2007-12-04,2862.5,-0.9987,0.143,0.766,0.091,2950.0,2965.6,2850.2,2637250.0
2007-12-05,2901.4,-0.9967,0.135,0.761,0.104,2912.7,2920.0,2865.0,1958011.0
2007-12-06,2873.8,-0.9964,0.124,0.785,0.091,2950.0,2988.0,2865.25,2480173.0
2007-12-07,2841.45,-0.9801,0.078,0.867,0.054,2905.0,2905.0,2802.35,3296976.0
2007-12-10,2822.95,-0.998,0.139,0.785,0.076,2850.0,2868.8,2801.3,1845761.0
2007-12-11,2885.65,-0.9782,0.1,0.823,0.077,2855.0,2898.95,2830.0,3182745.0
2007-12-12,2880.9,-0.9956,0.123,0.797,0.08,2871.0,2910.0,2840.0,3105727.0
2007-12-13,2832.75,-0.9991,0.152,0.77,0.079,2882.0,2926.0,2815.0,3310270.0
2007-12-14,2888.65,-0.9985,0.135,0.783,0.082,2805.0,2900.0,2805.0,3562187.0
2007-12-17,2775.1,-0.9986,0.133,0.794,0.073,2850.05,2888.0,2710.0,3594591.0
2007-12-18,2727.55,-0.9978,0.131,0.785,0.084,2785.0,2800.1,2703.05,4143300.0
2007-12-19,2703.8,-0.9984,0.148,0.745,0.107,2680.05,2784.9,2651.55,3792872.0
2007-12-20,2713.65,-0.9978,0.131,0.792,0.077,2715.0,2784.0,2691.9,2500665.0
2007-12-24,2788.55,-0.9965,0.129,0.784,0.087,2766.0,2799.95,2698.0,2693235.0
2007-12-26,2896.5,-0.7818,0.117,0.774,0.109,2800.0,2914.7,2798.0,3170047.0
2007-12-27,2893.85,-0.9971,0.135,0.772,0.093,2900.0,2926.0,2875.1,3821936.0
2007-12-28,2894.85,0.9994,0.093,0.741,0.166,2887.0,2930.0,2856.25,1816867.0
2007-12-31,2882.7,-0.9911,0.122,0.777,0.101,2903.5,2930.0,2870.0,1281379.0
2008-01-01,2848.25,-0.9947,0.127,0.777,0.096,2890.0,2899.0,2835.1,1204696.0
2008-01-02,2861.75,-0.9993,0.169,0.728,0.103,2855.0,2884.0,2811.3,3117451.0
2008-01-03,2903.7,-0.9977,0.142,0.763,0.095,2852.0,2930.0,2830.25,3452086.0
2008-01-04,2993.0,-0.9988,0.147,0.766,0.087,2904.0,3019.8,2904.0,4053144.0
2008-01-07,3020.25,-0.999,0.144,0.788,0.067,2974.8,3030.0,2960.0,3132985.0
2008-01-08,3054.65,-0.9956,0.121,0.798,0.082,3050.5,3084.0,3000.0,4907826.0
2008-01-09,3033.65,-0.9571,0.086,0.836,0.078,3047.65,3070.0,3012.35,2522299.0
2008-01-10,3027.8,-0.9949,0.127,0.786,0.086,3035.0,3097.5,3015.0,4107103.0
2008-01-11,3127.6,-0.7082,0.076,0.854,0.07,3079.5,3140.0,3025.0,5031340.0
2008-01-14,3220.85,-0.9992,0.156,0.765,0.079,3159.0,3240.0,3126.0,2761350.0
2008-01-15,3165.55,-0.9966,0.131,0.782,0.087,3298.0,3298.0,3141.3,3798648.0
2008-01-16,3093.65,-0.9971,0.113,0.819,0.068,3110.0,3145.0,3025.0,5554677.0
2008-01-17,2996.55,-0.9964,0.116,0.8,0.084,3159.0,3159.0,2976.15,4791289.0
2008-01-18,2799.6,-0.9925,0.111,0.804,0.085,2975.0,2975.0,2780.0,5803304.0
2008-01-21,2540.8,-0.9974,0.131,0.784,0.085,2779.8,2779.8,2345.25,8279575.0
2008-01-22,2357.45,-0.9845,0.104,0.807,0.089,2352.25,2488.0,2120.0,8766276.0
2008-01-23,2550.7,-0.9921,0.112,0.797,0.09,2420.0,2825.0,2400.0,7329351.0
2008-01-24,2488.9,-0.9986,0.147,0.766,0.086,2590.0,2645.0,2435.0,4882441.0
2008-01-25,2615.4,-0.9984,0.133,0.786,0.081,2575.0,2625.0,2525.0,2996462.0
2008-01-28,2566.4,-0.9987,0.147,0.771,0.082,2565.0,2594.7,2430.0,3025440.0
2008-01-29,2576.9,-0.9655,0.102,0.801,0.097,2645.0,2645.0,2540.35,1988599.0
2008-01-30,2471.9,-0.9938,0.142,0.741,0.117,2545.2,2598.0,2453.0,2497759.0
2008-01-31,2478.9,-0.9994,0.179,0.728,0.094,2472.0,2569.7,2371.0,5649201.0
2008-02-01,2542.75,-0.9985,0.13,0.806,0.064,2490.0,2560.25,2420.0,2109433.0
2008-02-04,2591.2,-0.9988,0.151,0.755,0.094,2536.0,2642.0,2536.0,2950332.0
2008-02-05,2617.1,-0.9896,0.098,0.832,0.07,2600.0,2634.0,2566.3,1731683.0
2008-02-06,2552.5,-0.9954,0.113,0.808,0.079,2559.9,2570.0,2501.3,2201762.0
2008-02-07,2425.45,-0.9951,0.132,0.764,0.104,2520.0,2580.0,2407.1,3133544.0
2008-02-08,2426.4,-0.9957,0.116,0.801,0.083,2435.1,2468.0,2390.0,3160339.0
2008-02-11,2277.0,-0.9559,0.117,0.781,0.102,2414.0,2414.0,2235.0,4760592.0
2008-02-12,2324.85,-0.9975,0.124,0.795,0.081,2281.0,2420.0,2257.0,4073504.0
2008-02-13,2389.5,-0.9279,0.091,0.837,0.072,2370.0,2468.95,2350.05,4747799.0
2008-02-14,2516.75,-0.9857,0.11,0.799,0.091,2450.0,2533.0,2450.0,2879421.0
2008-02-15,2593.95,0.6806,0.085,0.834,0.081,2504.9,2600.0,2466.0,2152508.0
2008-02-18,2553.7,-0.9988,0.145,0.763,0.092,2600.0,2615.0,2538.0,1304630.0
2008-02-19,2554.55,-0.7511,0.088,0.82,0.092,2590.0,2618.0,2530.0,1608669.0
2008-02-20,2484.0,0.9833,0.067,0.838,0.095,2500.2,2550.0,2462.0,2207600.0
2008-02-21,2496.3,-0.9921,0.113,0.792,0.095,2510.0,2541.0,2461.4,1607483.0
2008-02-22,2434.45,-0.9964,0.148,0.731,0.121,2442.3,2480.0,2415.0,1982606.0
2008-02-25,2551.45,0.9695,0.118,0.752,0.13,2495.0,2565.0,2410.05,1853574.0
2008-02-26,2576.65,-0.7503,0.104,0.786,0.11,2564.9,2586.0,2532.1,1461973.0
2008-02-27,2588.45,-0.9482,0.1,0.804,0.096,2605.0,2638.0,2570.05,2665462.0
2008-02-28,2533.25,-0.9927,0.114,0.795,0.091,2580.0,2600.0,2516.7,2821861.0
2008-02-29,2463.45,-0.9988,0.157,0.744,0.099,2552.0,2552.0,2410.0,3336910.0
2008-03-03,2306.0,0.9479,0.102,0.781,0.117,2399.8,2399.8,2289.55,3028734.0
2008-03-04,2243.2,-0.9984,0.151,0.762,0.087,2320.0,2338.0,2210.0,4554609.0
2008-03-05,2292.75,-0.9981,0.134,0.789,0.076,2240.1,2320.0,2227.1,2937145.0
2008-03-07,2248.25,1.0,0.076,0.669,0.255,2278.7,2278.7,2166.25,3323902.0
2008-03-10,2274.55,-0.9971,0.128,0.787,0.085,2210.9,2288.8,2122.35,5243330.0
2008-03-11,2347.9,-0.997,0.114,0.821,0.064,2250.0,2355.0,2204.4,3666369.0
2008-03-12,2374.6,-0.9997,0.196,0.73,0.074,2418.8,2428.4,2360.0,3195994.0
2008-03-13,2243.05,-0.9988,0.14,0.786,0.074,2290.0,2325.0,2201.6,4050878.0
2008-03-14,2322.6,-0.999,0.15,0.763,0.087,2250.0,2339.9,2230.3,2736483.0
2008-03-17,2180.2,-0.9978,0.121,0.807,0.072,2261.1,2273.0,2155.0,4709376.0
2008-03-18,2151.0,-0.9976,0.147,0.756,0.097,2249.8,2249.8,2120.0,3965487.0
2008-03-19,2159.1,-0.9992,0.165,0.751,0.084,2250.0,2345.0,2145.15,3399737.0
2008-03-24,2200.25,-0.9985,0.136,0.793,0.071,2160.0,2209.7,2125.4,2985289.0
2008-03-25,2313.8,-0.9992,0.144,0.784,0.072,2215.0,2324.95,2215.0,3115010.0
2008-03-26,2299.45,-0.997,0.111,0.819,0.07,2334.0,2336.05,2270.55,2331754.0
2008-03-27,2270.8,-0.951,0.118,0.772,0.111,2290.0,2314.0,2244.0,4148373.0
2008-03-28,2352.45,-0.9993,0.147,0.789,0.064,2334.0,2367.9,2231.65,3944461.0
2008-03-31,2265.8,-0.9993,0.143,0.802,0.055,2305.0,2335.0,2250.1,3096566.0
2008-04-01,2345.25,-0.9993,0.15,0.772,0.078,2299.0,2375.0,2243.5,3063841.0
2008-04-02,2343.55,-0.999,0.152,0.757,0.091,2395.0,2452.8,2330.0,3664625.0
2008-04-03,2396.05,-0.9988,0.15,0.763,0.087,2350.0,2418.0,2346.0,1977750.0
2008-04-04,2321.15,-0.9991,0.154,0.781,0.065,2385.0,2414.9,2311.7,2486271.0
2008-04-07,2404.9,-0.9954,0.096,0.833,0.071,2256.25,2429.7,2256.25,2632844.0
2008-04-08,2381.75,-0.999,0.164,0.737,0.099,2400.0,2422.85,2359.95,2819713.0
2008-04-09,2418.25,-0.9958,0.147,0.731,0.123,2355.0,2431.8,2351.05,2281967.0
2008-04-10,2468.65,-0.9876,0.107,0.806,0.087,2425.0,2519.4,2406.0,3666638.0
2008-04-11,2551.55,-0.9907,0.101,0.823,0.076,2540.0,2567.0,2465.5,4286756.0
2008-04-15,2611.8,-0.9974,0.137,0.759,0.104,2514.9,2637.0,2486.35,4266890.0
2008-04-16,2642.5,-0.9958,0.106,0.811,0.082,2620.05,2666.0,2615.3,3601987.0
2008-04-17,2640.05,-0.9983,0.116,0.802,0.082,2680.2,2718.0,2620.5,2506892.0
2008-04-21,2643.6,-0.9929,0.127,0.755,0.117,2629.7,2680.0,2622.1,2114344.0
2008-04-22,2607.35,-0.9307,0.101,0.8,0.099,2601.0,2675.0,2597.15,2872718.0
2008-04-23,2577.6,-0.9975,0.133,0.765,0.102,2612.0,2632.0,2568.0,3176219.0
2008-04-24,2582.65,0.9986,0.09,0.774,0.137,2600.0,2600.0,2556.35,3303999.0
2008-04-25,2624.5,-0.9993,0.14,0.785,0.076,2590.0,2634.0,2562.0,3370534.0
2008-04-28,2591.4,-0.9994,0.152,0.775,0.073,2631.0,2645.0,2582.55,2041983.0
2008-04-29,2659.95,-0.999,0.139,0.79,0.071,2580.0,2675.0,2580.0,2486561.0
2008-04-30,2614.5,-0.9978,0.138,0.771,0.092,2650.0,2675.0,2606.6,2737552.0
2008-05-02,2674.75,-0.9807,0.095,0.823,0.082,3026.0,3026.0,2629.0,2409509.0
